,Customer Type,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
3092,1,1,42,2701,2,5,4,0,0.0
3093,1,1,30,2349,5,4,5,0,0.0
3094,1,0,30,946,2,4,2,8,0.0
3095,1,0,19,393,3,4,3,0,0.0
3096,1,1,46,401,5,3,5,0,0.0
3097,0,0,22,399,5,4,5,2,4.0
3098,1,0,25,1372,2,2,2,22,6.0
3099,1,0,35,1325,3,3,2,0,0.0
3100,1,1,33,3723,4,4,5,8,5.0
3101,0,1,23,174,1,2,1,0,0.0
3102,1,0,31,409,3,3,3,0,0.0
3103,1,1,58,2474,5,5,3,0,0.0
3104,1,1,17,488,5,2,5,52,38.0
3105,1,1,39,628,4,4,5,80,88.0
3106,1,1,56,1325,4,4,3,0,0.0
3107,0,0,24,1014,3,3,3,46,42.0
3108,0,0,26,247,2,5,2,2,5.0
3109,1,0,42,2305,3,3,2,11,0.0
3110,0,0,39,1250,1,4,1,0,0.0
3111,1,0,57,383,5,4,5,1,0.0
3112,1,0,41,277,2,5,2,1,4.0
3113,0,0,33,338,1,5,1,0,0.0
3114,0,0,22,271,2,4,2,0,0.0
3115,0,0,55,228,3,5,3,0,0.0
3116,1,0,69,1372,5,5,5,20,30.0
3117,1,1,47,2738,2,2,1,0,0.0
3118,0,0,39,74,5,4,5,0,0.0
3119,1,0,46,140,2,2,3,0,0.0
3120,0,0,37,480,3,3,3,0,0.0
3121,1,0,59,918,3,3,4,34,29.0
3122,1,0,38,628,2,4,2,41,31.0
3123,1,1,41,3232,5,5,5,0,0.0
3124,1,0,60,2182,5,5,4,0,4.0
3125,0,0,24,822,5,4,5,0,0.0
3126,1,1,25,255,5,4,5,7,0.0
3127,1,0,31,135,1,2,1,0,0.0
3128,1,1,33,1197,2,1,2,53,58.0
3129,1,1,32,3840,5,4,5,0,0.0
3130,1,0,32,1400,3,2,4,292,331.0
3131,1,0,31,2139,5,4,5,0,0.0
3132,1,0,53,594,1,1,1,32,20.0
3133,0,0,26,692,5,3,5,9,13.0
3134,1,1,55,2002,5,5,3,78,82.0
3135,0,1,22,284,3,5,3,105,125.0
3136,0,0,27,187,5,3,5,0,3.0
3137,1,0,17,440,2,5,2,0,0.0
3138,0,0,26,205,4,1,4,0,0.0
3139,1,1,39,2134,4,4,4,0,0.0
3140,1,0,63,861,5,5,5,0,0.0
3141,1,1,26,1842,4,2,4,0,8.0
3142,1,1,52,954,5,1,5,42,35.0
3143,1,1,70,109,2,2,3,0,0.0
3144,1,0,47,475,2,2,2,10,0.0
3145,1,1,22,2536,5,5,5,0,0.0
3146,1,1,60,2569,4,4,3,0,0.0
3147,1,0,43,202,2,4,2,8,3.0
3148,1,1,43,842,5,5,5,2,0.0
3149,1,1,43,1121,5,5,5,0,0.0
3150,1,1,35,2483,5,3,4,2,0.0
3151,1,1,24,2961,4,4,4,0,7.0
3152,1,1,46,528,5,5,2,0,7.0
3153,1,1,45,139,5,4,5,39,33.0
3154,1,0,44,1107,1,1,4,42,39.0
3155,1,1,49,3490,2,2,5,11,3.0
3156,1,0,38,1165,2,2,4,0,0.0
3157,1,1,22,3485,4,4,4,48,39.0
3158,0,0,28,1242,2,4,2,37,36.0
3159,0,1,23,341,1,4,1,29,14.0
3160,1,1,37,1452,5,5,3,37,30.0
3161,1,1,34,2276,5,5,3,0,0.0
3162,1,1,55,3234,5,5,3,3,0.0
3163,1,1,21,3294,5,1,5,0,0.0
3164,1,0,15,1368,5,5,5,0,0.0
3165,0,0,39,325,3,1,3,6,0.0
3166,1,0,63,696,4,4,4,19,24.0
3167,0,1,27,2425,4,3,4,5,0.0
3168,1,0,62,2253,1,5,1,4,4.0
3169,1,1,29,612,5,4,5,17,19.0
3170,1,0,17,999,2,5,2,0,0.0
3171,1,1,52,1545,5,5,5,7,24.0
3172,1,0,11,966,1,4,1,0,0.0
3173,1,0,18,599,5,3,5,0,0.0
3174,1,0,17,393,5,5,5,5,2.0
3175,1,1,48,3150,3,3,4,21,14.0
3176,0,1,38,373,2,5,2,0,0.0
3177,1,0,58,358,4,4,4,6,0.0
3178,1,1,41,365,5,5,4,19,13.0
3179,0,0,25,413,1,5,1,0,12.0
3180,1,0,38,3427,3,3,1,27,9.0
3181,1,1,51,1440,4,4,4,0,0.0
3182,1,1,25,2333,4,4,4,0,6.0
3183,1,1,39,1615,2,2,1,9,14.0
3184,1,0,22,460,2,4,2,0,15.0
3185,1,1,31,596,5,4,5,0,0.0
3186,1,1,24,3782,3,3,3,0,0.0
3187,1,1,42,3369,4,4,3,2,2.0
3188,0,1,26,451,2,4,2,0,0.0
3189,1,0,34,528,2,4,2,17,0.0
3190,0,0,26,733,1,3,1,5,0.0
3191,1,1,28,679,4,2,4,62,54.0
3192,1,1,37,3155,5,3,4,4,10.0
3193,1,1,39,1721,5,5,3,0,0.0
3194,1,0,10,362,1,4,1,25,55.0
3195,1,0,70,867,5,3,5,0,0.0
3196,1,1,40,2176,4,4,3,43,31.0
3197,0,0,23,964,1,4,1,0,0.0
3198,1,0,74,3231,1,1,4,25,5.0
3199,1,0,52,337,1,1,5,18,6.0
3200,1,0,66,77,2,4,2,0,0.0
3201,1,1,38,862,2,2,3,25,27.0
3202,0,0,40,1448,1,3,1,0,0.0
3203,1,0,52,78,3,4,3,0,0.0
3204,1,1,42,2993,5,5,3,0,0.0
3205,1,0,47,594,2,2,4,0,0.0
3206,1,1,57,2031,5,3,3,0,0.0
3207,0,0,31,1749,1,3,1,10,0.0
3208,1,0,29,643,3,4,3,21,32.0
3209,0,1,21,248,4,5,4,20,22.0
3210,1,1,27,2267,5,5,5,0,0.0
3211,0,0,29,190,4,3,4,0,12.0
3212,1,1,28,488,5,5,5,72,76.0
3213,1,1,36,1026,4,5,4,3,0.0
3214,1,1,43,998,3,3,3,258,288.0
3215,1,1,58,1770,4,5,2,0,0.0
3216,1,1,32,507,2,4,2,1,3.0
3217,1,0,20,150,2,5,2,0,0.0
3218,1,0,13,816,4,3,4,8,12.0
3219,1,0,50,460,2,5,2,5,0.0
3220,1,1,46,160,4,4,1,0,0.0
3221,0,0,27,422,3,3,3,0,0.0
3222,1,0,61,1521,2,2,1,0,0.0
3223,1,0,52,257,2,2,4,0,0.0
3224,1,0,7,82,2,1,2,104,105.0
3225,1,1,59,2475,5,5,5,0,0.0
3226,1,0,18,624,5,3,5,10,5.0
3227,1,1,47,1187,2,2,3,0,0.0
3228,0,1,39,235,5,4,5,121,118.0
3229,1,0,38,603,4,4,3,40,25.0
3230,1,1,22,1999,3,5,3,6,5.0
3231,0,0,24,473,5,1,5,0,0.0
3232,1,0,27,2075,1,3,1,18,51.0
3233,0,0,24,224,3,5,3,0,0.0
3234,1,1,24,212,2,5,2,1,0.0
3235,1,0,23,569,5,5,5,0,0.0
3236,1,1,35,67,5,5,5,8,5.0
3237,0,0,42,317,4,4,4,3,32.0
3238,1,1,51,2475,3,5,5,8,34.0
3239,1,1,36,632,2,1,2,2,0.0
3240,1,1,46,1299,4,4,4,0,0.0
3241,1,0,50,566,3,3,3,2,0.0
3242,1,0,49,507,2,2,3,28,42.0
3243,1,1,55,369,5,2,5,0,13.0
3244,1,0,56,1062,4,3,4,27,39.0
3245,0,0,35,755,2,2,2,0,0.0
3246,1,0,50,1562,2,4,2,4,0.0
3247,0,0,33,999,1,3,1,33,19.0
3248,1,1,47,584,5,3,5,0,0.0
3249,1,0,56,1504,1,1,2,58,69.0
3250,1,1,57,2191,4,4,3,0,0.0
3251,1,0,38,1276,3,3,3,0,36.0
3252,1,1,38,2860,5,5,2,9,0.0
3253,1,1,38,156,4,5,1,0,0.0
3254,1,1,52,575,5,5,1,0,0.0
3255,0,1,23,448,2,5,2,18,8.0
3256,1,0,61,2300,2,1,1,17,66.0
3257,0,0,22,928,2,3,2,14,15.0
3258,1,0,66,2342,3,3,2,0,6.0
3259,1,0,59,606,1,4,1,0,0.0
3260,0,0,16,964,4,3,4,16,4.0
3261,1,0,65,397,2,3,2,14,8.0
3262,1,1,52,2361,5,5,4,0,0.0
3263,1,0,29,545,5,5,5,0,0.0
3264,1,0,54,365,4,4,2,24,15.0
3265,1,0,69,937,2,5,5,15,3.0
3266,1,1,36,1780,5,5,5,0,0.0
3267,1,0,39,1747,2,5,2,26,19.0
3268,1,0,22,592,3,1,3,0,0.0
3269,1,1,43,337,4,4,3,25,33.0
3270,1,0,22,929,3,4,3,43,42.0
3271,0,1,23,222,3,5,3,0,7.0
3272,1,0,42,354,3,3,1,0,2.0
3273,1,1,13,1984,1,4,1,0,0.0
3274,0,0,38,1576,2,4,2,2,0.0
3275,1,1,46,2045,4,4,5,0,0.0
3276,1,1,58,2860,5,4,5,15,21.0
3277,1,0,19,1171,1,4,1,15,22.0
3278,1,0,13,157,1,1,1,0,0.0
3279,1,1,53,607,5,5,4,22,9.0
3280,1,0,54,159,1,1,4,0,0.0
3281,1,1,42,2486,2,2,4,0,0.0
3282,1,1,55,3750,5,5,3,0,0.0
3283,1,0,69,1721,3,3,2,12,38.0
3284,1,0,56,612,5,5,5,2,0.0
3285,1,0,56,761,1,1,3,71,58.0
3286,1,1,58,3282,5,5,5,28,24.0
3287,1,1,42,3680,4,4,3,0,0.0
3288,1,0,15,407,3,4,3,0,0.0
3289,1,0,33,3705,1,1,4,0,14.0
3290,1,0,7,181,3,3,3,0,0.0
3291,1,1,59,2387,4,4,3,0,0.0
3292,1,0,65,2248,3,3,2,0,0.0
3293,1,0,41,2208,2,2,1,16,11.0
3294,1,0,55,651,1,1,3,10,14.0
3295,1,1,58,287,4,4,4,0,1.0
3296,1,0,44,1109,1,1,3,0,31.0
3297,1,0,7,1605,3,5,3,15,0.0
3298,1,1,45,1999,3,3,5,0,0.0
3299,1,0,47,213,3,2,2,74,63.0
3300,1,1,45,395,4,4,3,56,49.0
3301,1,0,58,1972,1,1,2,0,0.0
3302,0,0,25,628,2,5,2,0,0.0
3303,1,1,59,462,1,1,1,0,1.0
3304,1,0,47,468,4,4,5,45,51.0
3305,1,1,31,1852,5,5,5,15,37.0
3306,1,1,17,405,4,3,4,14,14.0
3307,0,0,28,971,2,3,2,0,0.0
3308,1,0,27,1099,5,5,5,1,1.0
3309,1,0,36,2704,1,2,4,8,39.0
3310,1,0,32,438,2,2,2,1,11.0
3311,1,1,50,1390,4,4,5,21,0.0
3312,1,0,45,1147,2,4,2,19,0.0
3313,1,1,42,1014,5,5,3,117,100.0
3314,0,0,27,425,4,2,4,2,0.0
3315,1,0,25,834,2,4,2,0,0.0
3316,0,0,25,488,1,3,1,10,0.0
3317,1,1,62,383,4,3,4,7,14.0
3318,1,0,33,733,4,4,4,57,38.0
3319,0,0,13,550,1,3,1,0,0.0
3320,1,1,65,2614,3,3,2,0,0.0
3321,0,0,30,584,1,4,2,135,134.0
3322,1,1,38,3653,3,3,3,0,0.0
3323,0,0,30,1069,4,3,4,0,0.0
3324,1,1,56,1000,4,4,2,10,0.0
3325,0,1,22,1180,2,5,2,0,0.0
3326,0,1,26,345,1,4,1,14,12.0
3327,1,0,28,351,5,3,5,0,0.0
3328,1,0,9,483,4,4,4,0,13.0
3329,1,0,7,895,3,4,3,1,0.0
3330,0,0,23,414,2,4,2,1,0.0
3331,1,0,50,1571,4,4,4,56,47.0
3332,1,0,64,1521,5,2,5,46,67.0
3333,1,0,48,2565,5,3,2,0,0.0
3334,1,1,26,122,5,4,5,1,0.0
3335,0,0,40,427,2,4,2,1,0.0
3336,0,1,26,844,2,5,2,0,0.0
3337,1,1,38,3193,5,4,5,10,3.0
3338,1,1,44,366,4,4,4,8,43.0
3339,0,0,36,369,4,5,4,42,40.0
3340,1,0,55,173,2,2,5,25,22.0
3341,0,0,49,788,1,4,2,222,225.0
3342,0,1,10,908,4,5,4,20,0.0
3343,1,1,38,261,5,1,5,0,0.0
3344,1,1,51,1449,5,5,4,4,0.0
3345,1,0,18,376,1,5,1,46,41.0
3346,1,1,35,3126,4,4,4,0,0.0
3347,1,0,33,1697,3,4,3,0,13.0
3348,1,1,40,645,2,2,2,73,64.0
3349,1,1,23,2513,2,5,2,0,0.0
3350,1,1,41,936,4,4,5,0,0.0
3351,0,0,47,448,2,3,2,52,46.0
3352,1,0,8,1315,1,5,1,0,0.0
3353,1,0,55,361,3,5,3,0,0.0
3354,1,1,42,562,3,3,4,94,86.0
3355,0,0,38,365,2,4,2,1,0.0
3356,1,0,29,628,2,3,2,0,0.0
3357,1,1,12,3468,2,1,2,0,11.0
3358,0,1,59,409,3,5,3,0,5.0
3359,1,0,51,468,2,2,2,1,30.0
3360,1,1,39,2440,4,4,5,20,10.0
3361,1,1,35,370,3,3,3,10,4.0
3362,1,1,54,952,5,3,5,0,0.0
3363,1,0,66,366,2,2,2,0,0.0
3364,1,1,53,73,4,4,5,17,13.0
3365,1,0,14,599,3,5,3,0,0.0
3366,1,0,43,2342,1,1,1,2,13.0
3367,1,0,36,352,3,4,3,0,12.0
3368,0,0,56,213,4,1,4,0,0.0
3369,1,0,43,950,3,3,3,49,32.0
3370,1,0,57,967,1,1,3,5,0.0
3371,1,1,57,335,5,5,4,0,0.0
3372,1,1,43,2066,1,1,5,0,0.0
3373,1,1,46,371,2,2,3,9,9.0
3374,1,0,60,684,2,5,2,0,0.0
3375,0,0,23,1373,2,4,2,0,0.0
3376,1,1,33,2248,5,4,3,317,324.0
3377,1,1,25,990,5,4,5,0,0.0
3378,0,0,22,1355,3,2,3,18,19.0
3379,1,1,35,3946,5,5,1,0,0.0
3380,1,0,37,2218,1,3,1,0,0.0
3381,1,1,65,964,4,4,4,0,0.0
3382,0,0,37,101,3,5,3,0,0.0
3383,1,1,52,761,5,5,5,0,0.0
3384,0,1,18,547,2,3,2,17,0.0
3385,0,0,20,370,4,2,4,0,0.0
3386,1,1,40,2779,5,5,4,1,0.0
3387,1,0,33,373,4,4,4,27,28.0
3388,1,1,30,3293,4,1,4,3,0.0
3389,0,0,43,226,4,1,4,3,0.0
3390,1,1,52,222,3,3,2,0,0.0
3391,1,1,49,526,4,4,5,48,51.0
3392,1,0,45,226,4,4,4,0,0.0
3393,1,0,55,2872,2,2,4,6,0.0
3394,1,1,42,1372,5,5,5,0,26.0
3395,1,0,41,746,2,3,2,25,32.0
3396,1,1,27,3186,4,4,4,109,120.0
3397,1,1,40,3473,3,3,3,0,0.0
3398,0,0,22,1086,5,3,5,0,0.0
3399,1,0,65,297,4,3,4,40,26.0
3400,1,0,38,1334,3,4,3,15,0.0
3401,1,0,34,3951,1,1,4,0,0.0
3402,1,0,58,238,1,5,1,0,13.0
3403,1,0,49,308,3,3,1,0,0.0
3404,1,1,59,1390,4,4,5,15,8.0
3405,1,1,32,3749,2,3,2,0,0.0
3406,1,0,46,342,2,3,2,6,0.0
3407,1,1,58,3893,4,4,3,23,16.0
3408,1,1,60,220,5,5,5,0,0.0
3409,1,1,32,651,5,4,5,0,0.0
3410,1,0,61,332,2,2,5,0,0.0
3411,1,1,48,1671,4,4,5,0,0.0
3412,1,0,28,349,2,4,2,0,2.0
3413,1,1,27,2454,3,5,3,7,0.0
3414,1,1,27,577,4,2,4,35,17.0
3415,1,0,53,749,2,2,2,52,35.0
3416,1,0,39,2130,2,2,2,14,27.0
3417,1,1,49,1448,5,5,4,6,0.0
3418,1,0,33,1979,1,1,1,0,0.0
3419,1,1,51,1646,3,3,4,0,0.0
3420,1,1,44,2832,2,3,5,161,175.0
3421,1,1,58,1609,4,4,5,0,0.0
3422,1,1,30,2139,4,5,4,78,68.0
3423,0,0,38,937,5,5,5,0,0.0
3424,1,1,43,643,4,2,4,2,0.0
3425,1,0,56,125,2,2,2,0,0.0
3426,0,1,21,448,2,5,2,0,0.0
3427,0,0,23,725,1,4,1,11,18.0
3428,1,1,53,758,4,4,5,0,0.0
3429,0,1,25,1436,3,4,3,0,0.0
3430,0,0,35,2153,4,2,4,0,0.0
3431,0,0,25,834,3,4,3,0,5.0
3432,1,1,26,964,4,1,4,0,0.0
3433,1,1,18,921,3,4,3,1,0.0
3434,1,0,68,174,3,5,3,0,0.0
3435,1,0,61,612,1,4,1,18,10.0
3436,1,1,40,157,3,3,5,95,122.0
3437,1,1,39,86,5,3,3,0,0.0
3438,1,0,65,591,4,4,4,20,20.0
3439,1,0,23,1010,4,4,2,102,190.0
3440,1,1,62,3467,5,5,2,0,0.0
3441,1,1,48,2706,5,5,4,36,40.0
3442,1,0,50,978,5,4,3,0,0.0
3443,0,0,23,859,5,4,5,17,21.0
3444,1,1,57,3273,4,4,5,64,51.0
3445,1,1,39,2614,5,5,5,23,17.0
3446,1,1,61,451,5,2,5,0,0.0
3447,1,1,30,3496,2,5,2,0,0.0
3448,1,1,39,101,4,4,4,2,13.0
3449,0,0,22,308,4,4,4,11,10.0
3450,1,1,16,1979,4,4,4,7,2.0
3451,1,0,36,544,1,3,1,46,30.0
3452,1,1,47,2143,4,4,3,104,109.0
3453,0,0,59,151,5,5,5,10,2.0
3454,0,1,21,280,3,5,3,0,0.0
3455,1,0,51,612,2,3,2,0,0.0
3456,1,1,56,2013,4,4,3,0,0.0
3457,0,0,43,296,2,3,2,0,0.0
3458,1,1,45,522,4,4,4,99,87.0
3459,1,1,44,607,4,2,4,66,60.0
3460,1,0,55,2511,1,1,2,0,0.0
3461,1,1,21,157,5,4,5,0,0.0
3462,1,0,21,391,4,3,5,176,177.0
3463,1,0,45,1475,1,5,1,0,0.0
3464,1,0,36,255,1,1,2,0,0.0
3465,1,1,47,1416,4,4,3,0,0.0
3466,1,1,36,399,5,1,5,0,0.0
3467,1,1,35,399,3,5,3,0,0.0
3468,1,1,36,2556,4,5,4,6,9.0
3469,1,1,10,937,3,1,3,0,0.0
3470,1,0,17,237,2,4,2,8,45.0
3471,1,1,43,2333,3,3,4,119,125.0
3472,0,0,36,2447,2,4,2,0,0.0
3473,1,0,63,605,1,1,4,0,0.0
3474,1,1,46,3422,4,4,3,10,21.0
3475,1,1,33,3432,4,4,2,0,0.0
3476,1,0,53,929,3,2,3,0,0.0
3477,0,0,22,1096,4,4,4,41,21.0
3478,1,1,39,837,4,4,2,0,4.0
3479,1,1,55,1310,5,4,5,135,136.0
3480,1,1,49,3072,5,5,2,0,0.0
3481,1,0,34,137,5,4,5,0,0.0
3482,1,0,13,1723,5,2,5,0,32.0
3483,1,0,16,236,1,2,1,0,0.0
3484,1,0,54,370,5,5,5,0,7.0
3485,1,0,59,3986,2,2,1,0,14.0
3486,1,1,55,3980,5,5,4,0,0.0
3487,1,1,61,674,1,1,5,0,0.0
3488,1,1,47,1575,5,5,4,0,0.0
3489,1,1,58,2797,5,5,3,0,0.0
3490,1,1,45,355,3,3,2,0,1.0
3491,1,0,29,528,2,4,2,95,91.0
3492,1,0,56,1608,4,4,2,9,10.0
3493,0,1,24,584,3,5,3,27,8.0
3494,1,0,70,590,5,4,4,3,0.0
3495,1,0,61,127,2,3,2,0,0.0
3496,1,1,53,2041,5,5,3,3,0.0
3497,1,1,51,120,3,5,5,63,69.0
3498,1,0,19,163,1,3,1,0,0.0
3499,1,0,59,297,5,5,3,15,2.0
3500,1,0,47,120,1,4,3,0,0.0
3501,1,1,49,1744,5,5,5,12,0.0
3502,1,0,63,311,2,2,3,0,4.0
3503,0,0,24,813,5,4,5,0,7.0
3504,1,1,33,1862,4,4,3,0,0.0
3505,1,0,28,1216,5,4,5,3,0.0
3506,1,1,45,967,4,4,4,44,20.0
3507,1,0,49,1139,1,1,4,9,0.0
3508,0,0,25,577,4,5,4,0,0.0
3509,0,0,21,594,4,4,4,0,0.0
3510,1,1,21,1561,5,2,5,0,0.0
3511,1,1,35,1610,4,4,5,20,18.0
3512,1,0,69,1090,4,4,4,13,0.0
3513,1,1,58,2640,2,5,4,3,0.0
3514,1,0,20,1096,3,4,3,0,0.0
3515,1,0,7,1744,4,4,4,4,22.0
3516,1,0,38,3939,3,3,2,0,0.0
3517,1,0,60,173,3,3,3,49,49.0
3518,0,1,24,239,3,4,3,106,105.0
3519,1,1,54,2800,3,3,5,8,5.0
3520,1,1,53,189,5,5,4,0,0.0
3521,1,0,64,1180,2,5,2,12,3.0
3522,1,0,28,258,5,3,5,13,7.0
3523,1,0,13,1009,5,2,5,0,0.0
3524,0,0,24,578,3,4,3,0,0.0
3525,1,1,44,3994,4,4,4,2,17.0
3526,1,1,58,1471,3,3,4,59,60.0
3527,1,0,13,1097,3,3,3,18,11.0
3528,1,1,30,1172,4,4,4,15,11.0
3529,1,0,53,1842,2,2,2,0,1.0
3530,1,1,24,2556,5,4,5,10,0.0
3531,1,0,10,594,2,2,2,0,0.0
3532,1,1,51,595,3,3,3,9,5.0
3533,1,0,26,2586,4,3,2,0,0.0
3534,0,0,40,748,5,2,5,0,0.0
3535,1,0,34,563,3,1,3,10,0.0
3536,1,0,55,410,3,3,3,125,132.0
3537,0,1,39,282,4,2,4,0,0.0
3538,1,0,67,569,4,4,4,0,0.0
3539,0,0,24,230,1,5,1,0,3.0
3540,1,1,43,622,4,4,4,1,0.0
3541,0,0,22,603,1,4,1,0,32.0
3542,1,1,30,2917,1,1,1,0,0.0
3543,1,0,55,289,4,4,5,18,0.0
3544,1,1,55,1787,5,5,3,6,40.0
3545,1,1,70,2113,5,5,3,0,0.0
3546,1,1,57,2012,4,3,2,12,17.0
3547,1,1,25,577,4,5,4,0,0.0
3548,1,0,62,315,3,3,3,15,2.0
3549,1,0,25,325,3,3,3,31,8.0
3550,1,1,36,361,4,4,3,43,43.0
3551,0,0,29,761,3,3,3,0,20.0
3552,1,1,47,2989,5,5,3,0,0.0
3553,1,1,57,548,5,5,4,24,27.0
3554,1,0,45,1183,3,3,3,0,0.0
3555,1,0,30,1044,5,5,5,0,0.0
3556,1,1,57,2920,4,4,4,0,0.0
3557,1,0,34,946,4,4,4,13,4.0
3558,1,1,26,2475,2,3,2,0,0.0
3559,1,0,19,370,1,3,1,0,0.0
3560,0,0,25,1167,2,4,2,0,0.0
3561,0,0,37,296,4,5,4,0,0.0
3562,1,0,46,3293,2,2,3,0,5.0
3563,1,1,17,544,5,2,5,3,7.0
3564,0,1,23,1041,3,5,3,0,0.0
3565,0,0,30,641,1,3,1,0,0.0
3566,1,0,14,612,4,4,4,0,0.0
3567,1,1,7,481,1,2,1,2,0.0
3568,0,1,30,1475,5,5,5,9,0.0
3569,0,0,23,187,4,5,4,0,0.0
3570,0,0,26,216,5,5,5,0,0.0
3571,1,1,46,3150,5,5,4,0,0.0
3572,1,0,45,109,1,1,5,0,0.0
3573,1,1,31,711,4,5,4,24,25.0
3574,1,0,40,601,1,3,1,0,0.0
3575,1,1,61,404,5,5,3,0,0.0
3576,1,1,57,120,3,3,2,1,4.0
3577,1,0,21,899,4,4,4,9,0.0
3578,1,0,29,2125,2,2,2,6,0.0
3579,1,1,44,2239,5,5,4,22,22.0
3580,0,0,34,725,3,2,3,21,21.0
3581,0,0,22,377,3,4,3,44,38.0
3582,0,0,33,651,4,5,4,0,0.0
3583,1,0,26,868,2,2,2,24,17.0
3584,1,0,30,667,4,4,4,4,25.0
3585,0,0,42,427,5,3,5,0,12.0
3586,1,1,51,1562,4,4,5,17,2.0
3587,1,0,35,602,5,5,5,0,0.0
3588,1,1,58,2880,4,4,5,11,9.0
3589,1,1,41,404,3,5,3,34,24.0
3590,1,0,40,649,4,4,4,0,0.0
3591,1,0,23,1590,2,5,2,14,24.0
3592,0,0,29,173,5,4,5,3,5.0
3593,0,1,24,679,2,4,2,0,0.0
3594,1,1,53,480,4,4,4,8,1.0
3595,1,1,55,187,3,3,3,0,8.0
3596,0,0,25,700,3,4,3,51,38.0
3597,0,0,25,2402,2,4,2,0,0.0
3598,1,0,37,416,2,3,2,0,0.0
3599,1,1,28,551,5,3,5,0,0.0
3600,1,0,51,2848,1,1,3,8,6.0
3601,1,1,34,3418,4,4,5,320,320.0
3602,1,1,57,528,4,4,4,3,0.0
3603,1,0,17,157,2,4,2,62,110.0
3604,1,1,28,347,4,2,4,0,0.0
3605,1,1,46,2688,4,4,3,99,107.0
3606,1,1,60,342,5,5,5,5,2.0
3607,1,1,33,610,1,5,1,3,4.0
3608,1,1,42,2496,4,4,1,3,0.0
3609,0,0,45,1452,2,4,2,2,30.0
3610,1,0,32,168,3,3,3,0,0.0
3611,0,0,22,1044,5,4,5,0,4.0
3612,1,1,47,666,5,5,3,0,0.0
3613,0,0,42,134,2,1,2,69,66.0
3614,1,1,44,500,3,4,3,0,5.0
3615,1,0,32,460,2,4,2,0,5.0
3616,1,1,40,326,5,5,5,0,0.0
3617,1,1,40,802,4,4,5,1,0.0
3618,1,0,44,1127,4,4,3,0,0.0
3619,1,0,9,972,4,4,4,0,10.0
3620,1,0,59,282,2,2,1,14,16.0
3622,1,1,62,731,5,5,5,43,61.0
3623,1,1,56,1623,5,5,4,0,0.0
3624,1,1,34,1867,5,5,5,0,0.0
3625,1,1,26,550,4,5,4,0,0.0
3626,1,1,55,1586,4,4,3,0,0.0
3627,1,0,42,588,2,4,2,14,11.0
3628,1,1,24,1504,4,4,4,0,0.0
3629,1,0,58,936,1,5,1,0,3.0
3630,1,1,58,2342,4,4,5,44,21.0
3631,1,1,47,3289,4,4,4,0,0.0
3632,0,0,11,1290,3,4,3,4,46.0
3633,1,0,15,1303,2,5,2,0,0.0
3634,1,1,47,2613,4,4,4,14,18.0
3635,1,1,23,1046,5,2,5,76,67.0
3636,1,0,59,598,2,4,4,82,77.0
3637,1,0,74,3321,1,1,1,19,48.0
3638,1,0,19,819,3,1,3,37,50.0
3639,1,0,25,669,2,5,2,0,0.0
3640,1,1,45,371,5,5,3,8,7.0
3641,1,0,28,408,3,5,3,0,12.0
3642,1,0,13,440,5,3,5,2,14.0
3643,1,0,21,2297,3,3,3,12,8.0
3644,1,0,29,483,2,3,2,40,40.0
3645,1,0,50,363,2,4,2,3,0.0
3646,0,0,23,231,3,4,3,0,0.0
3647,1,1,43,1437,5,5,3,0,0.0
3648,1,0,53,853,1,4,1,2,2.0
3649,1,0,17,366,5,4,5,0,0.0
3650,0,0,35,1947,1,3,1,0,9.0
3651,1,0,47,526,2,2,4,7,0.0
3652,1,0,16,3262,2,4,2,77,70.0
3653,1,1,50,2647,4,4,3,0,0.0
3654,0,0,22,612,2,4,2,0,0.0
3655,0,0,25,484,1,5,1,0,0.0
3656,1,0,42,1546,1,5,1,0,0.0
3657,1,0,29,1012,3,3,3,0,3.0
3658,1,0,63,209,5,3,5,0,3.0
3659,1,1,40,566,5,5,5,0,10.0
3660,1,1,59,3824,4,4,4,3,7.0
3661,1,1,28,1056,3,2,3,0,0.0
3662,0,0,28,532,2,4,2,0,0.0
3663,1,1,20,1475,2,2,2,0,0.0
3664,1,0,57,2475,1,3,1,0,0.0
3665,1,0,35,575,1,5,1,0,0.0
3666,0,0,47,436,5,4,5,7,0.0
3667,1,1,50,2475,5,5,4,0,35.0
3668,0,0,14,787,2,3,2,106,107.0
3669,1,1,23,2475,5,4,2,14,82.0
3670,1,1,52,399,5,5,1,84,84.0
3671,1,0,28,1173,2,1,2,0,0.0
3672,0,0,29,761,3,3,3,0,0.0
3673,1,0,41,937,2,4,2,0,0.0
3674,1,1,51,1833,4,4,5,2,0.0
3675,1,0,31,354,4,5,1,200,201.0
3676,1,1,46,3437,5,5,3,58,53.0
3677,1,0,51,570,2,4,2,0,0.0
3678,0,0,23,545,4,3,4,5,17.0
3679,1,1,28,1065,4,5,4,134,133.0
3680,1,0,28,675,5,4,5,0,0.0
3681,1,0,18,2586,4,5,1,248,271.0
3682,1,0,16,1085,4,5,4,0,2.0
3683,1,0,32,628,5,3,5,20,14.0
3684,1,0,58,1995,5,5,2,0,0.0
3685,1,0,14,853,4,2,4,12,1.0
3686,1,1,45,1624,5,5,5,9,0.0
